39.0016	1036
39.0168	1317
39.032	1116
39.0472	1060
39.0625	1422
39.0778	1422
39.093	1422
39.1083	1422
39.1236	1422
39.1389	1247
39.1543	1422
39.1696	1031
39.185	1005
39.2003	1124
39.2157	1028
39.2311	1081
39.2465	1423
39.2619	1032
39.2773	1423
39.2927	1422
39.3082	1036
39.3236	1160
39.3391	1124
39.3546	1325
39.3701	1423
39.3856	1274
39.4011	1389
39.4166	1152
39.4322	1423
39.4477	1422
39.4633	1153
39.4789	1254
39.4945	1423
39.5101	1213
39.5257	1422
39.5413	1422
39.557	1215
39.5726	1039
39.5883	1097
39.604	1217
39.6197	1423
39.6354	1159
39.6511	1422
39.6668	1043
39.6825	1423
39.6983	1245
39.7141	1018
39.7298	1141
39.7456	1258
39.7614	1004
39.7772	1001
39.7931	1251
39.8089	1423
39.8248	1131
39.8406	1423
39.8565	1371
39.8724	1423
39.8883	1422
39.9042	1422
39.9202	1204
39.9361	1341
39.9521	1080
39.968	1101
39.984	1315
40	1071
40.016	1423
40.032	1307
40.0481	1423
40.0641	1187
40.0802	1007
40.0962	1423
40.1123	1243
40.1284	1127
40.1445	1124
40.1606	1423
40.1768	1282
40.1929	1423
40.2091	1422
40.2253	1043
40.2414	1100
40.2576	1423
40.2739	1039
40.2901	1423
40.3063	1209
40.3226	1423
40.3388	1147
40.3551	1261
40.3714	1014
40.3877	1136
40.404	1250
40.4204	1011
40.4367	1126
40.4531	1423
40.4694	1422
40.4858	1422
40.5022	1236
40.5186	1423
40.5351	1179
40.5515	1256
40.568	1049
40.5844	1423
40.6009	1276
40.6174	1422
40.6339	1122
40.6504	1275
40.6669	1034
40.6835	1377
40.7	1423
40.7166	1422
40.7332	1147
40.7498	1100
40.7664	1091
40.783	1039
40.7997	1032
40.8163	1078
40.833	1193
40.8497	1011
40.8664	1422
40.8831	1422
40.8998	1422
40.9165	1049
40.9333	1423
40.95	1225
40.9668	1423
40.9836	1422
41.0004	1422
41.0172	1422
41.0341	1218
41.0509	1270
41.0678	1423
41.0846	1206
41.1015	1423
41.1184	1422
41.1353	1210
41.1523	1423
41.1692	1007
41.1862	1423
41.2031	1123
41.2201	1423
41.2371	1210
41.2541	1035
41.2712	1423
41.2882	1271
41.3052	1028
41.3223	1049
41.3394	1423
41.3565	1422
41.3736	1150
41.3907	1423
41.4079	1093
41.425	1338
41.4422	1266
41.4594	1423
41.4766	1422
41.4938	1043
41.511	1341
41.5282	1221
41.5455	1423
41.5628	1215
41.58	1218
41.5973	1096
41.6146	1091
41.632	1210
41.6493	1422
41.6667	1422
41.684	1422
41.7014	1422
41.7188	1422
41.7362	1422
41.7537	1333
41.7711	1156
41.7885	1423
41.806	1422
41.8235	1422
41.841	1422
41.8585	1422
41.876	1036
41.8936	1264
41.9111	1086
41.9287	1423
41.9463	1115
41.9639	1083
41.9815	1196
41.9992	1015
42.0168	1070
42.0345	1187
42.0521	1423
42.0698	1422
42.0875	1187
42.1053	1423
42.123	1422
42.1408	1044
42.1585	996
42.1763	1409
42.1941	1241
42.2119	1423
42.2297	1048
42.2476	1423
42.2654	1422
42.2833	1422
42.3012	1223
42.3191	1045
42.337	1423
42.3549	1421
42.3729	1037
42.3908	1155
42.4088	1049
42.4268	1013
42.4448	1423
42.4628	1422
42.4809	1090
42.4989	1003
42.517	1002
42.5351	1010
42.5532	1123
42.5713	1237
42.5894	1423
42.6076	1422
42.6257	1233
42.6439	1059
42.6621	1180
42.6803	1030
42.6985	1044
42.7168	1160
42.735	1269
42.7533	1081
42.7716	1134
42.7899	1074
42.8082	1070
42.8266	1048
42.8449	1319
42.8633	1075
42.8816	1090
42.9	1253
42.9185	1082
42.9369	1108
42.9553	1027
42.9738	1028
42.9923	1423
43.0108	1027
43.0293	1145
43.0478	1199
43.0663	1423
43.0849	1022
43.1034	1293
43.122	1024
43.1406	1142
43.1593	1247
43.1779	1010
43.1965	1033
43.2152	1150
43.2339	1097
43.2526	1124
43.2713	997
43.29	1083
43.3088	1201
43.3276	1422
43.3463	1077
43.3651	1195
43.3839	1280
43.4028	1077
43.4216	1096
43.4405	1303
43.4594	1062
43.4783	1144
43.4972	1008
43.5161	1118
43.535	1043
43.554	1004
43.573	1120
43.592	1187
43.611	1127
43.63	1111
43.6491	1233
43.6681	995
43.6872	1120
43.7063	1241
43.7254	1423
43.7445	1116
43.7637	1090
43.7828	1423
43.802	1114
43.8212	1369
43.8404	1233
43.8596	1409
43.8789	1132
43.8982	1056
43.9174	1053
43.9367	1423
43.956	1045
43.9754	1166
43.9947	1285
44.0141	1086
